Sales,Stock Remaining (%),Avg_consumption Rate (%),Price,AVC,Category,Label
61,0.39,0.62,18.57,5.95,Salad,1
66,0.34,0.47,7.18,3.93,Dessert,1
44,0.56,0.56,22.87,13.71,Pasta,1
53,0.47,0.48,36.59,14.67,Meat,1
51,0.49,0.6,36.82,21.94,Fish,1
57,0.43,0.47,16.65,7.27,Salad,1
54,0.46,0.55,8.87,3.16,Dessert,1
63,0.37,0.63,14.62,6.25,Salad,1
64,0.36,0.59,19.78,8.79,Salad,1
55,0.45,0.43,13.15,5.79,Salad,1
61,0.39,0.54,6.97,3.07,Dessert,1
66,0.34,0.59,19.45,9.32,Pasta,1
65,0.35,0.5,8.83,4.35,Dessert,1
64,0.36,0.44,15.3,6.5,Salad,1
50,0.5,0.49,19.53,6.28,Pasta,1
48,0.52,0.56,16.04,7.65,Salad,1
66,0.34,0.41,21.56,10.88,Meat,1
69,0.31,0.61,13.89,4.38,Fish,1
58,0.42,0.59,29.02,14.22,Meat,1
49,0.51,0.48,17.91,8.16,Fish,1
36,0.64,0.57,6.71,3.61,Dessert,1
57,0.43,0.63,6.95,2.35,Dessert,1
52,0.48,0.45,15.63,5.45,Pasta,1
54,0.46,0.41,40.03,17.18,Fish,1
65,0.35,0.45,41.81,14.25,Fish,1
59,0.41,0.55,6.59,2.88,Dessert,1
72,0.28,0.5,27.75,12.51,Meat,1
61,0.39,0.52,18.3,9.61,Salad,1
56,0.44,0.41,16.38,8.72,Meat,1
46,0.54,0.42,47.84,21.22,Fish,1
49,0.51,0.61,19.96,9.99,Salad,1
44,0.56,0.6,9.2,4.86,Dessert,1
38,0.62,0.52,16.16,7.05,Salad,1
64,0.36,0.42,38.29,13.85,Meat,1
67,0.33,0.49,16.94,9.82,Salad,1
36,0.64,0.56,38.82,18.46,Fish,1
68,0.32,0.43,15.23,5.07,Pasta,1
43,0.57,0.56,24.21,11.96,Fish,1
67,0.33,0.5,15.39,7.85,Pasta,1
61,0.39,0.61,11.1,6.34,Salad,1
48,0.52,0.57,36.43,21.03,Meat,1
57,0.43,0.48,19.78,8.46,Salad,1
80,0.2,0.64,18.64,11.01,Pasta,1
50,0.5,0.52,20.06,10.47,Fish,1
63,0.37,0.53,7.2,2.45,Dessert,1
53,0.47,0.45,5.49,2.27,Dessert,1
49,0.51,0.5,13.15,4.39,Pasta,1
52,0.48,0.44,9.37,5.48,Dessert,1
62,0.38,0.59,38.29,12.03,Fish,1
55,0.45,0.54,16.2,6.98,Salad,1
68,0.32,0.47,10.54,5.57,Salad,1
70,0.3,0.41,23.4,7.2,Pasta,1
57,0.43,0.44,8.44,4.31,Dessert,1
57,0.43,0.58,11.32,4.52,Salad,1
52,0.48,0.5,22.92,8.39,Pasta,1
52,0.48,0.55,37.1,13.05,Meat,1
47,0.53,0.58,14.51,5.58,Salad,1
52,0.48,0.44,18.48,9.8,Meat,1
66,0.34,0.41,16.29,8.44,Salad,1
61,0.39,0.57,20.27,7.47,Meat,1
51,0.49,0.48,49.46,18.89,Fish,1
80,0.2,0.56,16.71,6.5,Salad,1
60,0.4,0.63,21.69,12.96,Pasta,1
66,0.34,0.44,14.6,6.93,Salad,1
63,0.37,0.57,19.03,9.44,Meat,1
78,0.22,0.54,43.42,13.23,Fish,1
56,0.44,0.49,24.73,11.76,Meat,1
61,0.39,0.58,19.78,10.74,Salad,1
63,0.37,0.41,42.11,13.46,Meat,1
65,0.35,0.61,42.95,15.83,Meat,1
55,0.45,0.55,42.94,13.71,Fish,1
61,0.39,0.53,13.7,6.32,Salad,1
73,0.27,0.41,17.34,9.58,Meat,1
53,0.47,0.59,19.51,10.34,Salad,1
54,0.46,0.42,26.24,13.59,Meat,1
55,0.45,0.53,42.73,20.44,Fish,1
63,0.37,0.45,46.27,23.45,Meat,1
66,0.34,0.54,14.62,8.08,Salad,1
62,0.38,0.48,6.01,3.22,Dessert,1
48,0.52,0.43,12.99,6.48,Salad,1
60,0.4,0.55,18.66,10.41,Pasta,1
60,0.4,0.42,48.43,22.29,Meat,1
75,0.25,0.58,14.31,5.14,Salad,1
63,0.37,0.42,23.37,9.55,Pasta,1
61,0.39,0.52,46.05,14.36,Meat,1
56,0.44,0.54,12.15,4.11,Pasta,1
57,0.43,0.47,12.41,5.55,Fish,1
50,0.5,0.6,21.28,11.79,Meat,1
53,0.47,0.6,12.09,4.47,Salad,1
61,0.39,0.61,35.54,14.29,Meat,1
41,0.59,0.51,23.99,7.79,Meat,1
57,0.43,0.42,21.35,12.38,Meat,1
47,0.53,0.57,22.96,12.64,Pasta,1
45,0.55,0.43,8.46,3.44,Dessert,1
89,0.11,0.55,11.67,4.13,Salad,1
68,0.32,0.6,7.16,3.73,Dessert,1
70,0.3,0.64,49.42,24.36,Fish,1
29,0.71,0.41,21.76,9.84,Pasta,1
57,0.43,0.49,22.11,10.19,Pasta,1
54,0.46,0.61,38.19,13.98,Meat,1
56,0.44,0.49,48.31,28.21,Fish,1
91,0.09,0.61,10.43,5.17,Salad,1
55,0.45,0.63,20.36,10.69,Fish,1
69,0.31,0.42,12.59,6.15,Salad,1
46,0.54,0.51,6.28,3.26,Dessert,1
66,0.34,0.63,9.04,3.76,Dessert,1
62,0.38,0.43,21.51,11.17,Pasta,1
68,0.32,0.49,44.32,25.7,Meat,1
43,0.57,0.49,5.17,2.43,Dessert,1
50,0.5,0.47,25.8,11.81,Meat,1
55,0.45,0.52,6.13,2.4,Dessert,1
60,0.4,0.58,10.98,4.83,Pasta,1
65,0.35,0.49,11.28,4.46,Pasta,1
48,0.52,0.52,47.66,21.32,Meat,1
74,0.26,0.56,8.07,2.8,Dessert,1
41,0.59,0.48,11.62,5.63,Salad,1
64,0.36,0.45,35.68,16.92,Meat,1
55,0.45,0.43,21.62,10.15,Meat,1
61,0.39,0.42,41.93,18.31,Fish,1
60,0.4,0.55,15.67,6.56,Salad,1
67,0.33,0.55,46.4,15.87,Meat,1
57,0.43,0.43,33.98,13.45,Fish,1
60,0.4,0.54,15.66,8.93,Salad,1
69,0.31,0.6,6.85,2.78,Dessert,1
54,0.46,0.58,18.16,7.63,Salad,1
58,0.42,0.49,35.22,18.79,Fish,1
57,0.43,0.54,32.86,17.75,Fish,1
65,0.35,0.46,24.64,12.02,Pasta,1
70,0.3,0.63,42.83,19.83,Fish,1
74,0.26,0.58,27.0,9.36,Fish,1
75,0.25,0.6,10.34,3.41,Salad,1
83,0.17,0.46,9.33,5.38,Dessert,1
38,0.62,0.56,9.91,5.43,Dessert,1
64,0.36,0.51,23.68,10.79,Pasta,1
58,0.42,0.47,14.31,6.55,Fish,1
60,0.4,0.46,21.03,10.64,Fish,1
66,0.34,0.59,17.32,9.09,Fish,1
70,0.3,0.53,36.3,14.45,Meat,1
46,0.54,0.64,12.23,4.77,Salad,1
62,0.38,0.43,43.14,23.67,Meat,1
55,0.45,0.45,45.24,16.45,Fish,1
42,0.58,0.52,18.42,8.06,Salad,1
61,0.39,0.46,6.89,4.12,Dessert,1
68,0.32,0.63,9.65,4.27,Dessert,1
48,0.52,0.41,48.65,22.89,Fish,1
72,0.28,0.44,32.02,14.91,Fish,1
62,0.38,0.54,14.21,4.58,Salad,1
63,0.37,0.48,6.37,3.41,Dessert,1
58,0.42,0.61,15.53,5.3,Salad,1
63,0.37,0.53,19.48,10.68,Meat,1
71,0.29,0.51,42.13,14.64,Fish,1
57,0.43,0.42,12.29,5.72,Salad,1
47,0.53,0.5,13.78,4.77,Salad,1
44,0.56,0.53,16.39,5.0,Meat,1
65,0.35,0.64,9.41,4.12,Dessert,1
36,0.64,0.57,9.8,3.31,Dessert,1
56,0.44,0.55,14.68,4.98,Pasta,1
74,0.26,0.51,36.06,17.06,Meat,1
59,0.41,0.55,33.89,11.94,Meat,1
75,0.25,0.43,14.29,5.23,Salad,1
53,0.47,0.55,9.55,4.18,Dessert,1
72,0.28,0.58,17.52,5.62,Pasta,1
66,0.34,0.44,12.28,4.23,Fish,1
75,0.25,0.53,8.8,3.88,Dessert,1
59,0.41,0.43,7.8,3.18,Dessert,1
55,0.45,0.61,17.13,6.38,Pasta,1
61,0.39,0.45,8.52,2.75,Dessert,1
58,0.42,0.55,21.11,6.47,Pasta,1
56,0.44,0.56,13.97,7.68,Pasta,1
65,0.35,0.57,36.41,14.08,Meat,1
61,0.39,0.5,18.73,5.77,Salad,1
56,0.44,0.5,15.95,8.86,Fish,1
45,0.55,0.59,8.41,3.66,Dessert,1
73,0.27,0.42,6.61,3.55,Dessert,1
58,0.42,0.41,11.66,5.15,Salad,1
71,0.29,0.46,27.37,10.13,Fish,1
66,0.34,0.49,22.02,7.57,Pasta,1
66,0.34,0.49,16.64,8.82,Salad,1
51,0.49,0.55,7.92,3.82,Dessert,1
65,0.35,0.49,17.52,10.42,Fish,1
47,0.53,0.5,10.28,3.99,Salad,1
47,0.53,0.58,19.2,6.4,Salad,1
55,0.45,0.63,16.5,6.05,Salad,1
54,0.46,0.41,17.25,10.23,Meat,1
65,0.35,0.41,14.78,7.33,Salad,1
64,0.36,0.59,15.14,6.03,Meat,1
73,0.27,0.52,16.65,9.28,Salad,1
62,0.38,0.41,28.37,12.8,Meat,1
59,0.41,0.44,6.59,2.63,Dessert,1
39,0.61,0.55,18.24,8.86,Salad,1
50,0.5,0.41,49.42,18.34,Meat,1
62,0.38,0.42,28.66,9.25,Fish,1
49,0.51,0.62,7.28,3.41,Dessert,1
57,0.43,0.55,15.48,6.34,Salad,1
60,0.4,0.44,5.91,3.51,Dessert,1
50,0.5,0.51,21.12,6.61,Fish,1
97,0.03,0.43,38.13,18.43,Meat,1
56,0.44,0.56,17.5,8.17,Meat,1
61,0.39,0.44,8.55,4.77,Dessert,1
57,0.43,0.43,10.55,5.71,Pasta,1
70,0.3,0.46,10.75,3.67,Salad,1
49,0.51,0.59,42.75,22.8,Meat,1
88,0.12,0.44,13.48,6.65,Salad,1
59,0.41,0.52,14.9,8.12,Pasta,1
64,0.36,0.54,49.32,26.79,Meat,1
58,0.42,0.43,13.88,6.52,Salad,1
65,0.35,0.59,9.36,4.16,Dessert,1
83,0.17,0.63,12.51,3.82,Salad,1
65,0.35,0.48,6.84,2.19,Dessert,1
82,0.18,0.59,45.68,14.36,Fish,1
60,0.4,0.44,29.68,12.49,Fish,1
58,0.42,0.47,42.79,24.68,Fish,1
77,0.23,0.43,7.34,3.79,Dessert,1
54,0.46,0.55,9.9,3.53,Dessert,1
65,0.35,0.49,24.44,8.85,Pasta,1
62,0.38,0.49,23.58,12.74,Pasta,1
64,0.36,0.57,19.67,9.87,Salad,1
55,0.45,0.6,9.55,5.54,Dessert,1
56,0.44,0.5,19.7,6.0,Salad,1
50,0.5,0.41,15.33,5.6,Salad,1
71,0.29,0.46,37.15,14.78,Fish,1
50,0.5,0.43,33.77,18.41,Meat,1
51,0.49,0.59,11.92,6.79,Salad,1
60,0.4,0.55,7.22,2.55,Dessert,1
73,0.27,0.47,26.31,12.57,Fish,1
52,0.48,0.47,16.57,5.79,Salad,1
74,0.26,0.46,12.33,4.46,Pasta,1
65,0.35,0.58,45.91,16.07,Meat,1
65,0.35,0.43,19.17,6.42,Salad,1
54,0.46,0.48,9.62,5.58,Dessert,1
64,0.36,0.47,7.86,3.83,Dessert,1
75,0.25,0.55,39.54,15.16,Fish,1
56,0.44,0.47,21.27,10.78,Meat,1
65,0.35,0.58,16.43,9.43,Pasta,1
66,0.34,0.58,16.95,6.86,Meat,1
57,0.43,0.47,48.45,23.43,Meat,1
66,0.34,0.6,42.77,24.05,Fish,1
81,0.19,0.55,17.13,6.84,Salad,1
54,0.46,0.43,9.98,5.73,Dessert,1
50,0.5,0.48,17.83,9.66,Meat,1
61,0.39,0.57,48.84,26.24,Fish,1
59,0.41,0.54,12.32,6.08,Pasta,1
67,0.33,0.61,9.31,3.39,Dessert,1
51,0.49,0.52,43.02,19.66,Fish,1
43,0.57,0.64,6.41,1.99,Dessert,1
61,0.39,0.64,5.04,2.42,Dessert,1
69,0.31,0.62,12.69,5.97,Salad,1
55,0.45,0.57,9.97,4.55,Dessert,1
68,0.32,0.55,12.02,4.75,Pasta,1
43,0.57,0.52,18.09,8.92,Fish,1
64,0.36,0.46,28.13,8.86,Fish,1
52,0.48,0.43,27.88,8.82,Fish,1
59,0.41,0.5,24.67,14.8,Pasta,1
78,0.22,0.57,46.2,14.84,Fish,1
51,0.49,0.44,7.12,2.87,Dessert,1
61,0.39,0.42,29.21,12.48,Meat,1
28,0.72,0.58,17.43,9.08,Pasta,1
64,0.36,0.58,7.43,3.81,Dessert,1
65,0.35,0.56,32.0,13.68,Meat,1
45,0.55,0.55,10.86,4.05,Salad,1
52,0.48,0.56,49.75,18.75,Meat,1
73,0.27,0.6,18.31,10.9,Pasta,1
64,0.36,0.47,40.3,16.42,Fish,1
63,0.37,0.42,17.75,7.09,Salad,1
66,0.34,0.44,35.62,14.81,Fish,1
56,0.44,0.59,32.27,11.35,Fish,1
42,0.58,0.62,5.99,2.47,Dessert,1
52,0.48,0.45,25.32,8.7,Meat,1
63,0.37,0.55,6.34,2.19,Dessert,1
64,0.36,0.6,36.58,21.27,Fish,1
75,0.25,0.4,7.97,2.76,Dessert,1
55,0.45,0.47,12.09,5.67,Salad,1
66,0.34,0.42,12.25,7.02,Pasta,1
74,0.26,0.43,21.27,7.16,Meat,1
77,0.23,0.47,10.78,6.14,Salad,1
65,0.35,0.53,12.19,6.01,Salad,1
41,0.59,0.62,10.54,4.55,Salad,1
56,0.44,0.59,15.8,6.81,Meat,1
66,0.34,0.42,45.02,24.93,Meat,1
50,0.5,0.49,33.11,14.0,Meat,1
63,0.37,0.48,27.34,13.35,Meat,1
67,0.33,0.55,10.0,4.87,Salad,1
57,0.43,0.62,17.24,9.46,Salad,1
72,0.28,0.45,10.23,6.0,Salad,1
55,0.45,0.55,16.09,6.81,Salad,1
64,0.36,0.6,16.12,6.32,Pasta,1
70,0.3,0.48,16.89,8.86,Salad,1
54,0.46,0.63,17.24,7.36,Pasta,1
87,0.13,0.49,23.1,12.95,Fish,1
46,0.54,0.64,15.57,6.73,Meat,1
73,0.27,0.54,6.35,3.54,Dessert,1
62,0.38,0.52,14.31,6.24,Salad,1
67,0.33,0.56,18.9,8.38,Pasta,1
66,0.34,0.55,11.24,5.58,Salad,1
52,0.48,0.51,5.37,1.77,Dessert,1
56,0.44,0.44,46.51,23.57,Fish,1
65,0.35,0.52,47.08,24.98,Meat,1
72,0.28,0.43,20.22,9.34,Fish,1
61,0.39,0.55,32.59,11.32,Meat,1
56,0.44,0.5,48.39,16.63,Meat,1
59,0.41,0.48,48.4,22.92,Meat,1
56,0.44,0.45,35.45,16.6,Fish,1
56,0.44,0.54,14.32,6.66,Pasta,1
62,0.38,0.5,6.52,3.18,Dessert,1
69,0.31,0.45,24.85,13.48,Pasta,1
79,0.21,0.49,49.79,20.36,Fish,1
66,0.34,0.52,13.97,8.38,Salad,1
52,0.48,0.62,8.4,2.59,Dessert,1
35,0.65,0.52,43.03,17.42,Fish,1
41,0.59,0.61,16.35,5.02,Salad,1
73,0.27,0.43,19.74,10.85,Pasta,1
60,0.4,0.54,32.41,18.14,Fish,1
51,0.49,0.46,17.7,5.37,Salad,1
53,0.47,0.46,24.63,10.12,Fish,1
60,0.4,0.54,45.19,15.4,Fish,1
57,0.43,0.56,5.11,2.22,Dessert,1
60,0.4,0.59,47.58,15.49,Meat,1
56,0.44,0.56,12.94,5.3,Pasta,1
64,0.36,0.55,19.37,9.05,Pasta,1
69,0.31,0.47,23.87,8.85,Fish,1
61,0.39,0.56,11.13,5.82,Pasta,1
48,0.52,0.54,45.48,15.07,Fish,1
52,0.48,0.46,41.34,18.8,Meat,1
46,0.54,0.43,17.88,10.54,Pasta,1
61,0.39,0.64,38.21,13.68,Meat,1
67,0.33,0.41,15.84,6.9,Meat,1
50,0.5,0.64,49.02,24.35,Fish,1
50,0.5,0.59,8.1,3.83,Dessert,1
57,0.43,0.42,18.02,9.02,Pasta,1
71,0.29,0.51,24.83,11.9,Pasta,1
57,0.43,0.43,28.86,11.56,Meat,1
52,0.48,0.55,42.98,18.28,Meat,1
56,0.44,0.57,15.22,5.52,Pasta,1
40,0.6,0.53,23.14,8.43,Meat,1
36,0.64,0.56,18.6,8.01,Meat,1
51,0.49,0.41,9.05,4.43,Dessert,1
55,0.45,0.53,13.92,6.72,Pasta,1
67,0.33,0.47,17.23,8.11,Pasta,1
57,0.43,0.46,17.8,6.19,Salad,1
49,0.51,0.62,9.63,4.15,Dessert,1
42,0.58,0.48,16.24,5.68,Salad,1
56,0.44,0.55,17.74,9.95,Pasta,1
56,0.44,0.45,17.45,6.13,Pasta,1
69,0.31,0.48,26.38,13.27,Meat,1
57,0.43,0.53,16.13,6.25,Pasta,1
57,0.43,0.48,9.41,4.47,Dessert,1
57,0.43,0.55,31.45,14.27,Meat,1
48,0.52,0.49,33.31,13.35,Meat,1
65,0.35,0.61,43.24,17.77,Fish,1
48,0.52,0.63,6.01,3.37,Dessert,1
41,0.59,0.54,26.19,12.98,Fish,1
63,0.37,0.48,23.97,9.47,Pasta,1
66,0.34,0.61,14.85,6.55,Salad,1
63,0.37,0.57,9.52,4.67,Dessert,1
61,0.39,0.61,7.06,3.19,Dessert,1
73,0.27,0.57,18.77,9.95,Pasta,1
60,0.4,0.58,6.68,2.97,Dessert,1
59,0.41,0.5,38.28,12.73,Fish,1
48,0.52,0.57,11.42,6.5,Pasta,1
33,0.67,0.42,19.2,11.26,Salad,1
43,0.57,0.55,6.22,2.71,Dessert,1
66,0.34,0.44,6.92,2.3,Dessert,1
68,0.32,0.44,26.29,12.03,Meat,1
60,0.4,0.55,12.76,6.03,Pasta,1
54,0.46,0.54,9.75,5.83,Dessert,1
61,0.39,0.43,12.63,6.43,Salad,1
71,0.29,0.47,18.34,9.56,Pasta,1
51,0.49,0.44,10.97,4.71,Salad,1
44,0.56,0.41,15.29,5.59,Salad,1
41,0.59,0.46,7.31,2.28,Dessert,1
38,0.62,0.41,9.66,3.23,Dessert,1
45,0.55,0.43,20.93,6.49,Meat,1
60,0.4,0.4,28.86,16.41,Meat,1
76,0.24,0.52,27.97,14.43,Meat,1
46,0.54,0.44,46.91,21.07,Meat,1
67,0.33,0.4,18.26,7.8,Fish,1
66,0.34,0.43,18.81,10.74,Salad,1
62,0.38,0.5,34.43,12.94,Meat,1
66,0.34,0.47,8.36,4.15,Dessert,1
60,0.4,0.54,9.09,5.34,Dessert,1
60,0.4,0.59,7.79,4.66,Dessert,1
49,0.51,0.56,27.27,12.02,Fish,1
64,0.36,0.56,6.12,2.47,Dessert,1
59,0.41,0.48,17.51,8.97,Fish,1
45,0.55,0.56,7.24,3.62,Dessert,1
47,0.53,0.64,11.11,3.88,Salad,1
69,0.31,0.61,17.57,7.57,Salad,1
48,0.52,0.42,42.86,18.52,Fish,1
59,0.41,0.59,20.94,6.69,Pasta,1
36,0.64,0.49,13.47,4.9,Pasta,1
49,0.51,0.51,13.26,6.48,Pasta,1
50,0.5,0.6,13.91,7.36,Pasta,1
71,0.29,0.61,8.05,3.48,Dessert,1
63,0.37,0.53,16.36,6.44,Pasta,1
54,0.46,0.61,31.88,17.61,Meat,1
69,0.31,0.43,7.38,2.44,Dessert,1
56,0.44,0.57,24.2,13.28,Meat,1
77,0.23,0.48,13.71,5.99,Pasta,1
66,0.34,0.53,15.18,5.35,Salad,1
57,0.43,0.43,49.43,17.11,Fish,1
48,0.52,0.47,38.4,18.63,Meat,1
71,0.29,0.54,12.54,5.97,Pasta,1
72,0.28,0.59,14.92,4.93,Pasta,1
79,0.21,0.56,15.68,6.47,Salad,1
58,0.42,0.42,25.39,13.83,Fish,1
59,0.41,0.49,38.19,16.09,Meat,1
69,0.31,0.62,12.9,4.63,Pasta,1
72,0.28,0.43,12.43,7.29,Pasta,1
58,0.42,0.42,5.1,2.2,Dessert,1
55,0.45,0.63,15.28,7.0,Fish,1
55,0.45,0.46,27.44,15.21,Meat,1
76,0.24,0.41,10.91,5.94,Salad,1
69,0.31,0.56,27.62,13.68,Fish,1
48,0.52,0.59,43.13,15.15,Fish,1
60,0.4,0.45,11.51,6.9,Pasta,1
86,0.14,0.53,11.11,3.71,Salad,1
54,0.46,0.52,14.6,5.52,Pasta,1
66,0.34,0.41,30.05,13.61,Fish,1
55,0.45,0.55,16.34,7.95,Salad,1
55,0.45,0.42,14.14,6.86,Salad,1
69,0.31,0.49,37.12,11.43,Fish,1
52,0.48,0.49,8.19,3.9,Dessert,1
55,0.45,0.53,6.9,3.81,Dessert,1
59,0.41,0.47,12.85,5.05,Salad,1
66,0.34,0.48,48.39,15.32,Meat,1
56,0.44,0.42,22.1,7.01,Fish,1
50,0.5,0.46,37.22,13.8,Fish,1
71,0.29,0.48,19.82,9.3,Meat,1
53,0.47,0.56,14.66,5.94,Salad,1
45,0.55,0.57,16.42,8.51,Meat,1
55,0.45,0.59,10.67,5.82,Pasta,1
60,0.4,0.46,16.71,6.14,Pasta,1
54,0.46,0.57,22.05,8.97,Pasta,1
57,0.43,0.59,15.45,7.14,Salad,1
55,0.45,0.54,16.6,9.82,Salad,1
69,0.31,0.56,16.76,9.41,Salad,1
65,0.35,0.52,5.69,2.59,Dessert,1
68,0.32,0.62,19.06,10.12,Pasta,1
56,0.44,0.46,11.62,6.83,Salad,1
60,0.4,0.52,13.83,5.79,Pasta,1
60,0.4,0.46,49.21,16.93,Meat,1
50,0.5,0.57,9.82,4.57,Dessert,1
67,0.33,0.44,43.91,17.44,Fish,1
62,0.38,0.6,39.97,23.14,Meat,1
74,0.26,0.59,22.87,12.78,Pasta,1
45,0.55,0.47,29.46,16.15,Meat,1
61,0.39,0.57,17.78,5.7,Fish,1
67,0.33,0.45,21.31,11.61,Pasta,1
58,0.42,0.59,11.56,6.2,Salad,1
51,0.49,0.58,11.87,4.12,Pasta,1
60,0.4,0.61,18.56,9.34,Salad,1
60,0.4,0.63,15.78,8.61,Salad,1
64,0.36,0.51,5.14,2.66,Dessert,1
75,0.25,0.62,7.63,3.19,Dessert,1
68,0.32,0.57,9.77,4.91,Dessert,1
55,0.45,0.51,43.52,22.99,Meat,1
57,0.43,0.53,14.34,6.31,Salad,1
62,0.38,0.61,34.9,20.24,Fish,1
57,0.43,0.6,20.19,11.67,Pasta,1
67,0.33,0.42,21.05,9.18,Pasta,1
73,0.27,0.48,38.89,20.11,Meat,1
61,0.39,0.5,24.97,8.1,Pasta,1
56,0.44,0.43,6.37,3.01,Dessert,1
52,0.48,0.59,7.25,3.29,Dessert,1
78,0.22,0.64,17.67,10.42,Fish,1
65,0.35,0.44,23.54,9.64,Pasta,1
41,0.59,0.47,18.03,8.89,Pasta,1
45,0.55,0.6,19.17,11.33,Pasta,1
70,0.3,0.51,14.07,6.18,Salad,1
66,0.34,0.5,24.27,11.57,Meat,1
63,0.37,0.41,6.96,2.53,Dessert,1
73,0.27,0.43,5.59,3.24,Dessert,1
44,0.56,0.5,37.2,15.6,Fish,1
70,0.3,0.52,16.62,7.8,Salad,1
43,0.57,0.6,29.12,10.57,Meat,1
81,0.19,0.63,6.94,2.53,Dessert,1
79,0.21,0.55,13.91,6.81,Salad,1
65,0.35,0.6,18.81,7.4,Salad,1
40,0.6,0.54,23.16,11.79,Pasta,1
53,0.47,0.51,11.95,6.61,Pasta,1
60,0.4,0.59,13.56,7.07,Fish,1
54,0.46,0.53,21.63,11.7,Fish,1
74,0.26,0.46,14.19,8.46,Salad,1
52,0.48,0.52,21.09,12.56,Pasta,1
46,0.54,0.62,22.92,7.66,Pasta,1
54,0.46,0.48,19.98,8.92,Salad,1
44,0.56,0.49,5.34,3.17,Dessert,1
45,0.55,0.63,9.02,4.61,Dessert,1
50,0.5,0.46,38.19,14.75,Meat,1
47,0.53,0.47,9.35,4.4,Dessert,1
57,0.43,0.44,10.05,5.51,Pasta,1
79,0.21,0.4,7.75,3.0,Dessert,1
57,0.43,0.62,37.3,14.26,Meat,1
61,0.39,0.6,16.85,9.48,Salad,1
60,0.4,0.46,19.68,8.66,Pasta,1
75,0.25,0.42,24.01,12.62,Fish,1
63,0.37,0.41,21.34,6.68,Pasta,1
57,0.43,0.46,46.55,25.55,Meat,1
69,0.31,0.55,21.6,12.55,Pasta,1
50,0.5,0.49,8.01,3.67,Dessert,1
51,0.49,0.63,28.75,10.31,Fish,1
47,0.53,0.47,16.94,5.17,Salad,1
56,0.44,0.52,18.78,9.03,Salad,1
61,0.39,0.56,29.53,13.55,Meat,1
58,0.42,0.57,48.58,22.6,Fish,1
57,0.43,0.61,17.3,5.7,Salad,1
46,0.54,0.43,13.78,5.16,Fish,1
70,0.3,0.45,19.35,7.44,Meat,1
58,0.42,0.45,12.01,4.08,Salad,1
60,0.4,0.4,9.55,4.85,Dessert,1
53,0.47,0.53,27.18,15.41,Meat,1
67,0.33,0.6,16.68,5.85,Salad,1
50,0.5,0.6,38.88,22.84,Meat,1
65,0.35,0.53,16.97,8.08,Salad,1
62,0.38,0.63,11.78,5.88,Salad,1
52,0.48,0.57,33.86,15.08,Meat,1
71,0.29,0.47,16.15,5.78,Pasta,1
37,0.63,0.53,18.85,8.73,Salad,1
57,0.43,0.63,39.06,11.83,Meat,1
70,0.3,0.56,37.27,12.54,Meat,1
52,0.48,0.57,5.16,1.8,Dessert,1
62,0.38,0.42,17.42,6.03,Fish,1
72,0.28,0.45,18.3,10.6,Meat,1
48,0.52,0.47,13.0,6.35,Salad,1
72,0.28,0.49,26.16,9.46,Fish,1
68,0.32,0.54,10.4,3.19,Salad,1
44,0.56,0.6,10.38,5.49,Salad,1
59,0.41,0.61,18.47,7.93,Meat,1
69,0.31,0.63,19.94,9.97,Pasta,1
50,0.5,0.62,12.35,4.71,Salad,1
51,0.49,0.59,11.85,6.37,Pasta,1
72,0.28,0.47,36.21,16.47,Meat,1
59,0.41,0.5,21.58,9.52,Meat,1
64,0.36,0.59,43.44,15.59,Fish,1
53,0.47,0.62,16.89,9.07,Salad,1
43,0.57,0.52,7.17,3.29,Dessert,1
62,0.38,0.42,17.35,7.23,Pasta,1
55,0.45,0.54,41.79,16.59,Fish,1
63,0.37,0.44,13.42,5.77,Fish,1
58,0.42,0.64,30.79,10.1,Meat,1
40,0.6,0.4,12.23,4.23,Pasta,1
64,0.36,0.62,40.22,12.24,Meat,1
61,0.39,0.6,13.81,7.02,Fish,1
57,0.43,0.55,6.16,3.36,Dessert,1
53,0.47,0.48,39.13,11.91,Fish,1
62,0.38,0.49,9.81,4.61,Dessert,1
83,0.17,0.46,17.91,7.29,Pasta,1
63,0.37,0.41,11.33,4.81,Salad,1
70,0.3,0.41,7.81,3.2,Dessert,1
71,0.29,0.59,11.51,5.92,Pasta,1
47,0.53,0.49,9.84,2.96,Dessert,1
58,0.42,0.45,38.32,17.41,Fish,1
58,0.42,0.62,16.63,9.77,Salad,1
84,0.16,0.56,11.65,6.35,Salad,1
71,0.29,0.58,17.76,10.41,Salad,1
75,0.25,0.53,22.3,10.0,Pasta,1
50,0.5,0.44,34.71,13.61,Fish,1
74,0.26,0.5,15.93,9.46,Fish,1
54,0.46,0.6,24.83,12.2,Pasta,1
51,0.49,0.55,13.26,5.55,Salad,1
75,0.25,0.6,5.88,2.33,Dessert,1
46,0.54,0.55,24.34,10.27,Meat,1
74,0.26,0.62,32.21,12.59,Fish,1
53,0.47,0.4,10.5,4.87,Salad,1
73,0.27,0.58,44.71,18.63,Meat,1
47,0.53,0.63,28.96,14.51,Fish,1
51,0.49,0.49,6.52,2.24,Dessert,1
65,0.35,0.46,16.19,7.24,Pasta,1
47,0.53,0.5,12.96,6.49,Salad,1
49,0.51,0.48,37.02,18.01,Fish,1
62,0.38,0.47,8.67,4.86,Dessert,1
42,0.58,0.45,14.48,5.32,Pasta,1
